URL: /
Timestamp: Fri Mar 24 2023 19:29:37 GMT-0400 (Eastern Daylight Time)

URL: /server.js
Timestamp: Fri Mar 24 2023 19:29:37 GMT-0400 (Eastern Daylight Time)

URL: /documentation.html
Timestamp: Fri Mar 24 2023 19:29:51 GMT-0400 (Eastern Daylight Time)

::1 - - [03/Apr/2023:03:33:25 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:33:50 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:34:30 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:35:12 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:39:59 +0000] "POST /users/1 HTTP/1.1" 404 147
::1 - - [03/Apr/2023:03:40:15 +0000] "PUT /users/1 HTTP/1.1" 201 33
::1 - - [03/Apr/2023:03:41:35 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:42:28 +0000] "POST /users/1 HTTP/1.1" 404 147
::1 - - [03/Apr/2023:03:42:51 +0000] "POST /users/1 HTTP/1.1" 404 147
::1 - - [03/Apr/2023:03:43:08 +0000] "PUT /users/1 HTTP/1.1" 201 33
::1 - - [03/Apr/2023:03:44:36 +0000] "POST /users/1/Thor HTTP/1.1" 201 34
::1 - - [03/Apr/2023:03:45:29 +0000] "DELETE /users/1/Thor HTTP/1.1" 201 37
::1 - - [03/Apr/2023:03:48:23 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:48:36 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:49:01 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:49:22 +0000] "POST /users HTTP/1.1" 400 18
::1 - - [03/Apr/2023:03:52:16 +0000] "POST /users HTTP/1.1" 201 80
::1 - - [03/Apr/2023:03:53:16 +0000] "POST /users HTTP/1.1" 201 79
::1 - - [03/Apr/2023:03:54:36 +0000] "PUT /users HTTP/1.1" 404 144
::1 - - [03/Apr/2023:03:54:51 +0000] "PUT /users/1 HTTP/1.1" 201 60
::1 - - [03/Apr/2023:04:13:21 +0000] "DELETE /users/1 HTTP/1.1" 201 27
::1 - - [21/Apr/2023:16:04:45 +0000] "POST / HTTP/1.1" 404 140
::1 - - [21/Apr/2023:16:05:08 +0000] "POST / HTTP/1.1" 404 140
::1 - - [21/Apr/2023:16:05:17 +0000] "POST /users/ HTTP/1.1" 500 96
::1 - - [21/Apr/2023:16:07:39 +0000] "POST /movies/Thor HTTP/1.1" 404 151
::1 - - [21/Apr/2023:16:07:50 +0000] "GET /movies/Thor HTTP/1.1" 200 860
::1 - - [21/Apr/2023:16:10:28 +0000] "GET /movies/ HTTP/1.1" 200 8116
::1 - - [21/Apr/2023:16:17:15 +0000] "GET /users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:16:17:24 +0000] "GET /Users HTTP/1.1" 404 144
::1 - - [21/Apr/2023:16:17:52 +0000] "GET /user HTTP/1.1" 404 143
::1 - - [21/Apr/2023:16:17:55 +0000] "GET /users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:16:19:21 +0000] "POST /users HTTP/1.1" 500 96
::1 - - [21/Apr/2023:16:19:23 +0000] "POST /users/ HTTP/1.1" 500 96
::1 - - [21/Apr/2023:16:19:29 +0000] "GET /users/ HTTP/1.1" 404 145
::1 - - [21/Apr/2023:16:19:50 +0000] "GET /title HTTP/1.1" 404 144
::1 - - [21/Apr/2023:16:20:18 +0000] "GET /Username HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:20:23 +0000] "GET /UserName HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:20:27 +0000] "GET /username HTTP/1.1" 404 147
::1 - - [21/Apr/2023:16:20:32 +0000] "GET /username/ HTTP/1.1" 404 148
::1 - - [21/Apr/2023:16:22:35 +0000] "GET /movies/genre/Comedy HTTP/1.1" 200 1801
::1 - - [21/Apr/2023:16:23:46 +0000] "GET /movies/directors/John%Landis HTTP/1.1" 404 169
::1 - - [21/Apr/2023:16:23:58 +0000] "GET /movies/director/John%Landis HTTP/1.1" 500 5
